label,review,split
1,good job beginner,train
1,always something incredibly complex challenging work,train
1,quantitative analyst,train
0,hr lie,train
0,lot dull work room advancement,train
0,good career le mom,train
0,sr program manager,train
1,great company,train
0,fc associate,train
1,catalog,train
1,technical support technician,train
0,customer service,train
1,survival fittest,train
0,fulffillment associate,train
1,great place work,train
1,senior program manager,train
1,cloud support engineer cloud support associate alien,train
0,sde ii,train
0,prepare give worklifebalance join,train
0,expect much work care,train
0,college student work,train
1,research intern,train
1,could imagine working anywhere else,train
0,comment,train
1,program manager,train
0,recruiting,train
0,stay clear bing ad,train
0,excellent people technology leader,train
0,good pay expect move anytime soon,train
1,instock manager,train
1,brand ambassador,train
0,culture advertised,train
0,eh,train
0,large company growing like startup,train
1,great place work,train
0,amazon summary,train
0,software development engineer,train
0,great company work however hard get promoted,train
1,dynamic fastpaced poorly managed,train
0,warehouse associate,train
1,8 year strong,train
1,non developer expereince,train
0,microsoft canada environment even close usa,train
1,awesome engineer,train
1,good general,train
0,company taken seriously,train
0,bad place work,train
0,unorganized,train
1,specialist,train
1,guter arbeitgeber,train
1,review,train
1,phenomenal,train
0,best place career growth,train
0,stow,train
1,great experience never pas,train
0,unfair practice,train
1,great place learn develop earning,train
1,facebook really good place work,train
0,look leap,train
1,pathway ops manager,train
0,big layoff reform reorganization upfront otherwise survive,train
1,disappointing,train
1,warehouse picker,train
0,ok,train
1,great employer,train
1,working amazon web server aws loving,train
0,amazon brand name learning,train
1,channel marketing manager,train
0,amazon pay little heat stroke,train
1,apple employee,train
1,good experience good job finishing degree college,train
1,great company requiring serious improvement,train
1,fun great company work anymore,train
1,review,train
0,work,train
1,internship,train
1,great place work,train
0,pick,train
1,pathway operation intern,train
1,good work,train
1,exciting place limited leadership,train
1,applecare,train
0,apple specialist,train
1,director,train
0,love job hate fc work,train
0,global ehs,train
1,great company,train
0,genius huh,train
1,able move level 3 year company,train
0,extremely cliquey political poor culture lacking communication career growth,train
1,risk investigator,train
0,job,train
0,area manager 4 year,train
0,stay away company,train
0,software engineer,train
1,great place mbasif hold hiring decision,train
0,laser line,train
1,part time,train
1,atencion al cliente,train
1,microsoft,train
0,empowerment,train
0,amazon india,train
0,viter applecare,train
0,netflix racist,train
1,whole range employee m outstanding poor,train
0,hard labor pay well,train
0,like working apple retail store 2014 edition,train
1,great company great benefit,train
0,yard jockey,train
1,absolute roller coaster,train
0,politics slowmoving crappy,train
1,work hard inspiring workplace,train
1,great company,train
0,nothing nice say,train
0,network operation specialist,train
0,look beneath cover first,train
0,work hard company fun make history,train
0,qualified people recruited bpo job,train
0,bad far ideal,train
1,plenty opportunity growth learning know find,train
0,body sea body,train
0,horrible management,train
0,manager operation,train
1,great work experience,train
1,good,train
1,mixed feeling leave,train
1,csa,train
1,specialist,train
1,sale,train
1,good benefit horrible worklife balance,train
1,best place work,train
0,management employee,train
1,technical specialist job,train
1,catalogue associate,train
1,head engineering,train
0,think carefully accepting position amazon fulfillment center,train
0,losing culture,train
0,good place work,train
0,resistance change,train
0,worst place work ever,train
0,bad,train
1,great company,train
0,fulfillment warehouse associate,train
1,great culture,train
1,user experience design intern,train
0,sweatshop,train
1,senior consultant,train
1,business specialist,train
1,sr human resource assistant,train
0,family room specialist genius,train
0,seasonal stower,train
0,genius,train
1,ww marketing operation,train
0,sorter,train
1,google people ambitious objective,train
0,packer,train
0,company could great compensation system bred horrible culture,train
1,ch ch change,train
1,packer,train
0,good benefit best culture,train
0,apple retail,train
1,great company awesome benefit,train
0,flawed system,train
1,great people boring job,train
0,worst work experience,train
1,great company awesome management engineering,train
1,awesome,train
1,best place ever worked,train
1,good experience financial controller,train
0,fulfillment associate,train
1,innovative company,train
1,software development engineer,train
1,inspiring working culture good career development,train
1,good place work,train
0,marketing manager,train
0,get stuck bad manager screwed,train
0,warned work,train
1,review sde internship,train
0,low pay high glass ceiling,train
1,great place get experience lack worklife balance,train
0,strong company value work ethic challenge inept indian senior management,train
0,white privilege run rampant,train
1,area manager amazon,train
1,aws,train
0,company lying,train
0,employee valued enough,train
1,great perk,train
0,h1b issue rough onboarding,train
0,physically mentally tough job,train
1,great place,train
0,blown away michael jordan chose sam bowie never another like run,train
0,siri high performance computing engineer,train
0,bad culture extremely bureaucratic,train
1,amazing company,train
1,great perk good compensation fit company narrative marginalized fairly quickly,train
1,wonderful people wonderful job wonderful company,train
1,fantastic place workleading edge technology great working atmosphere,train
1,overall great experience,train
0,low pay slow promotion,train
1,move fast take ownership,train
0,fc,train
0,software engineer four year,train
1,best working place engineer,train
1,immaturely good,train
0,prepared,train
0,new pt warehouse associate,train
1,channel executive,train
0,oh,train
0,trial fire,train
0,asc,train
0,fairly okay,train
1,program manager,train
1,pleasant experience,train
0,evil,train
0,amazon robbinsville facility center,train
0,lifemicrosoft,train
0,careful scapegoat,train
1,sr product manager,train
0,senior human resource assistant,train
0,painful review process politics,train
